travel_date,month,month_name,year,origin,destination,airline,booking_window,seasonal_mult,base_price,final_price
2023-08-01,8,August,2023,Chicago (ORD),Tokyo (NRT),Delta Airlines,68,0.95,1141,1010.83
2024-07-25,7,July,2024,Chicago (ORD),Osaka (KIX),American Airlines,124,0.92,1188,1064.49
2024-10-01,10,October,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,169,1.3,871,1131.07
2023-03-08,3,March,2023,Seattle (SEA),Tokyo (NRT),ANA,22,1.45,847,1399.26
2024-02-06,2,February,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,71,0.85,894,742.87
2024-06-25,6,June,2024,Seattle (SEA),Tokyo (NRT),American Airlines,8,0.88,824,864.19
2024-10-21,10,October,2024,San Francisco (SFO),Osaka (KIX),United Airlines,52,1.3,812,1107.52
2023-09-12,9,September,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,139,1.05,847,719.77
2024-06-25,6,June,2024,Los Angeles (LAX),Tokyo (HND),ANA,172,0.88,779,679.31
2023-09-06,9,September,2023,New York (JFK),Tokyo (HND),United Airlines,46,1.05,1153,1083.87
2024-09-25,9,September,2024,New York (JFK),Tokyo (NRT),Delta Airlines,180,1.05,1200,1138.56
2024-06-18,6,June,2024,San Francisco (SFO),Osaka (KIX),ANA,153,0.88,871,640.2
2023-06-12,6,June,2023,San Francisco (SFO),Tokyo (HND),United Airlines,12,0.88,765,750.37
2024-01-13,1,January,2024,Los Angeles (LAX),Tokyo (HND),ANA,142,0.82,779,668.1
2023-11-14,11,November,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,71,1.25,1235,1437.41
2024-02-04,2,February,2024,New York (JFK),Tokyo (HND),Japan Airlines,81,0.85,1247,1022.33
2024-01-18,1,January,2024,Chicago (ORD),Tokyo (NRT),United Airlines,81,0.82,1082,979.99
2023-08-23,8,August,2023,New York (JFK),Tokyo (NRT),Delta Airlines,179,0.95,1200,1135.79
2024-11-30,11,November,2024,San Francisco (SFO),Tokyo (HND),American Airlines,54,1.25,765,856.21
2024-11-15,11,November,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,28,1.25,894,1224.72
2024-02-26,2,February,2024,Chicago (ORD),Tokyo (HND),United Airlines,78,0.85,1082,910.46
2024-06-27,6,June,2024,San Francisco (SFO),Osaka (KIX),American Airlines,136,0.88,835,722.71
2024-01-13,1,January,2024,New York (JFK),Tokyo (NRT),Japan Airlines,68,0.82,1294,1145.37
2024-06-15,6,June,2024,Seattle (SEA),Osaka (KIX),American Airlines,52,0.88,871,767.91
2024-04-21,4,April,2024,San Francisco (SFO),Tokyo (HND),ANA,163,1.55,800,1065.25
2023-02-08,2,February,2023,New York (JFK),Osaka (KIX),United Airlines,81,0.85,1235,923.78
2023-07-29,7,July,2023,New York (JFK),Tokyo (HND),ANA,62,0.92,1200,1008.41
2024-06-22,6,June,2024,Los Angeles (LAX),Tokyo (HND),ANA,72,0.88,779,720.59
2024-02-09,2,February,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,63,0.85,871,778.02
2023-04-07,4,April,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,160,1.55,870,1172.65
2023-05-07,5,May,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,146,1.4,1224,1589.77
2023-09-04,9,September,2023,New York (JFK),Osaka (KIX),ANA,158,1.05,1318,1326.85
2024-05-19,5,May,2024,New York (JFK),Osaka (KIX),ANA,62,1.4,1318,1839.72
2023-08-20,8,August,2023,Los Angeles (LAX),Tokyo (HND),United Airlines,17,0.95,735,814.23
2023-03-27,3,March,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,163,1.45,1235,1664.39
2024-02-03,2,February,2024,Seattle (SEA),Tokyo (HND),United Airlines,31,0.85,800,794.25
2024-07-19,7,July,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,141,0.92,1224,1046.78
2023-08-02,8,August,2023,New York (JFK),Tokyo (NRT),ANA,13,0.95,1235,1319.11
2023-12-09,12,December,2023,New York (JFK),Osaka (KIX),Japan Airlines,113,1.0,1376,1314.46
2024-09-03,9,September,2024,New York (JFK),Osaka (KIX),ANA,141,1.05,1318,1360.74
2023-12-08,12,December,2023,New York (JFK),Tokyo (NRT),Delta Airlines,127,1.0,1200,1028.6
2024-09-02,9,September,2024,Chicago (ORD),Tokyo (HND),United Airlines,37,1.05,1082,1285.8
2024-11-27,11,November,2024,Chicago (ORD),Tokyo (NRT),American Airlines,61,1.25,1106,1399.55
2023-12-21,12,December,2023,Chicago (ORD),Tokyo (HND),American Airlines,41,1.0,1082,1151.99
2024-09-10,9,September,2024,New York (JFK),Tokyo (NRT),United Airlines,25,1.05,1153,1175.62
2023-10-21,10,October,2023,New York (JFK),Osaka (KIX),American Airlines,34,1.3,1247,1792.67
2023-08-25,8,August,2023,Seattle (SEA),Tokyo (HND),ANA,108,0.95,824,708.01
2023-01-28,1,January,2023,Seattle (SEA),Tokyo (HND),United Airlines,157,0.82,800,611.34
2023-06-24,6,June,2023,Los Angeles (LAX),Tokyo (HND),ANA,47,0.88,779,740.58
2024-06-01,6,June,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,44,0.88,788,685.95
2023-10-09,10,October,2023,New York (JFK),Tokyo (NRT),Delta Airlines,92,1.3,1200,1370.63
2023-04-05,4,April,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,72,1.55,847,1312.34
2023-05-14,5,May,2023,New York (JFK),Osaka (KIX),United Airlines,140,1.4,1235,1680.2
2024-01-11,1,January,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,168,0.82,871,582.58
2024-05-19,5,May,2024,New York (JFK),Tokyo (HND),ANA,108,1.4,1200,1758.1
2024-06-15,6,June,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,31,0.88,1188,1201.43
2024-03-12,3,March,2024,New York (JFK),Osaka (KIX),ANA,11,1.45,1318,1928.71
2024-06-16,6,June,2024,New York (JFK),Tokyo (NRT),Japan Airlines,59,0.88,1294,1120.54
2024-09-14,9,September,2024,San Francisco (SFO),Tokyo (HND),Delta Airlines,29,1.05,835,952.8
2024-12-02,12,December,2024,New York (JFK),Tokyo (HND),ANA,123,1.0,1200,1190.01
2023-04-13,4,April,2023,New York (JFK),Tokyo (HND),ANA,51,1.55,1200,1966.63
2023-12-31,12,December,2023,Los Angeles (LAX),Tokyo (HND),United Airlines,20,1.0,735,778.01
2023-07-07,7,July,2023,Chicago (ORD),Osaka (KIX),American Airlines,118,0.92,1188,1005.51
2024-10-03,10,October,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,131,1.3,871,1022.65
2024-09-28,9,September,2024,Chicago (ORD),Osaka (KIX),ANA,60,1.05,1235,1366.46
2023-02-11,2,February,2023,Seattle (SEA),Tokyo (HND),United Airlines,36,0.85,800,772.94
2023-01-06,1,January,2023,Los Angeles (LAX),Tokyo (HND),American Airlines,142,0.82,759,595.73
2023-11-02,11,November,2023,Chicago (ORD),Tokyo (NRT),United Airlines,67,1.25,1082,1289.29
2024-06-25,6,June,2024,Chicago (ORD),Osaka (KIX),American Airlines,41,0.88,1188,1037.11
2023-08-28,8,August,2023,Chicago (ORD),Tokyo (NRT),ANA,172,0.95,1153,907.38
2023-02-24,2,February,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,33,0.85,941,923.41
2024-09-12,9,September,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,19,1.05,847,1098.73
2024-08-17,8,August,2024,Seattle (SEA),Tokyo (HND),American Airlines,23,0.95,800,769.83
2023-07-06,7,July,2023,San Francisco (SFO),Tokyo (HND),American Airlines,11,0.92,765,824.45
2023-06-19,6,June,2023,Chicago (ORD),Tokyo (HND),American Airlines,110,0.88,1082,940.53
2024-09-30,9,September,2024,Seattle (SEA),Osaka (KIX),American Airlines,167,1.05,871,886.14
2024-01-20,1,January,2024,Chicago (ORD),Osaka (KIX),American Airlines,175,0.82,1188,786.55
2024-09-06,9,September,2024,San Francisco (SFO),Osaka (KIX),American Airlines,180,1.05,835,806.05
2023-10-30,10,October,2023,Chicago (ORD),Tokyo (NRT),American Airlines,44,1.3,1106,1776.6
2024-01-29,1,January,2024,Seattle (SEA),Tokyo (HND),American Airlines,170,0.82,800,564.6
2023-12-05,12,December,2023,Seattle (SEA),Tokyo (NRT),ANA,151,1.0,847,848.64
2024-05-27,5,May,2024,New York (JFK),Tokyo (HND),Japan Airlines,86,1.4,1247,1594.61
2023-06-29,6,June,2023,Seattle (SEA),Osaka (KIX),ANA,55,0.88,894,835.74
2023-10-29,10,October,2023,New York (JFK),Tokyo (NRT),ANA,43,1.3,1235,1701.15
2024-07-27,7,July,2024,Chicago (ORD),Tokyo (HND),American Airlines,21,0.92,1082,1226.4
2024-07-25,7,July,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,128,0.92,1318,1073.49
2024-04-13,4,April,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,113,1.55,811,1196.48
2023-06-28,6,June,2023,New York (JFK),Osaka (KIX),Delta Airlines,62,0.88,1282,1025.85
2024-06-16,6,June,2024,San Francisco (SFO),Osaka (KIX),ANA,162,0.88,871,681.71
2024-01-06,1,January,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,173,0.82,759,530.79
2024-11-04,11,November,2024,Los Angeles (LAX),Osaka (KIX),ANA,150,1.25,808,842.59
2023-12-19,12,December,2023,New York (JFK),Tokyo (HND),Japan Airlines,111,1.0,1247,1094.51
2024-09-16,9,September,2024,New York (JFK),Tokyo (NRT),American Airlines,118,1.05,1165,1199.35
2023-05-31,5,May,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,110,1.4,788,1100.13
2024-11-23,11,November,2024,Seattle (SEA),Tokyo (HND),American Airlines,44,1.25,800,1189.34
2023-04-06,4,April,2023,Chicago (ORD),Osaka (KIX),United Airlines,147,1.55,1165,1669.04
2023-12-19,12,December,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,111,1.0,1224,1153.83
2024-07-29,7,July,2024,New York (JFK),Tokyo (NRT),Japan Airlines,130,0.92,1294,1088.56
2023-07-14,7,July,2023,Chicago (ORD),Tokyo (NRT),ANA,142,0.92,1153,909.44
2023-05-04,5,May,2023,San Francisco (SFO),Osaka (KIX),United Airlines,71,1.4,812,1148.3
2024-07-08,7,July,2024,Los Angeles (LAX),Tokyo (HND),Delta Airlines,45,0.92,882,855.69
2024-06-05,6,June,2024,Los Angeles (LAX),Osaka (KIX),United Airlines,76,0.88,765,650.78
2024-05-04,5,May,2024,New York (JFK),Tokyo (NRT),ANA,64,1.4,1235,1601.18
2024-03-20,3,March,2024,New York (JFK),Tokyo (NRT),American Airlines,160,1.45,1165,1625.02
2023-02-26,2,February,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,36,0.85,1188,1043.9
2023-03-18,3,March,2023,Chicago (ORD),Osaka (KIX),ANA,27,1.45,1235,2001.1
2023-01-27,1,January,2023,Los Angeles (LAX),Osaka (KIX),United Airlines,19,0.82,765,705.39
2023-02-27,2,February,2023,New York (JFK),Tokyo (HND),American Airlines,163,0.85,1141,900.22
2024-10-06,10,October,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,162,1.3,765,984.96
2023-02-25,2,February,2023,New York (JFK),Osaka (KIX),United Airlines,123,0.85,1235,950.75
2023-07-20,7,July,2023,Chicago (ORD),Tokyo (NRT),American Airlines,156,0.92,1106,901.11
2024-10-04,10,October,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,43,1.3,1224,1575.19
2023-08-14,8,August,2023,New York (JFK),Osaka (KIX),United Airlines,170,0.95,1235,1036.91
2024-05-22,5,May,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,119,1.4,847,1214.8
2024-02-05,2,February,2024,Chicago (ORD),Osaka (KIX),United Airlines,48,0.85,1165,958.29
2023-05-24,5,May,2023,New York (JFK),Osaka (KIX),Delta Airlines,110,1.4,1282,1679.85
2024-09-02,9,September,2024,Chicago (ORD),Osaka (KIX),ANA,42,1.05,1235,1354.23
2023-04-05,4,April,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,132,1.55,788,965.52
2023-06-14,6,June,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,151,0.88,1188,823.77
2023-01-24,1,January,2023,Seattle (SEA),Tokyo (NRT),United Airlines,108,0.82,800,570.27
2023-09-27,9,September,2023,Seattle (SEA),Osaka (KIX),American Airlines,24,1.05,871,902.41
2024-04-09,4,April,2024,Los Angeles (LAX),Tokyo (NRT),ANA,66,1.55,795,1173.6
2024-01-02,1,January,2024,New York (JFK),Tokyo (NRT),United Airlines,50,0.82,1153,926.79
2023-04-22,4,April,2023,Los Angeles (LAX),Tokyo (HND),Delta Airlines,126,1.55,882,1363.81
2023-01-11,1,January,2023,Seattle (SEA),Tokyo (NRT),Delta Airlines,59,0.82,871,661.6
2023-03-22,3,March,2023,Los Angeles (LAX),Osaka (KIX),Japan Airlines,161,1.45,874,1117.58
2023-04-26,4,April,2023,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,63,1.55,838,1313.91
2024-11-16,11,November,2024,Chicago (ORD),Tokyo (NRT),American Airlines,88,1.25,1106,1344.2
2024-07-13,7,July,2024,Los Angeles (LAX),Tokyo (HND),Delta Airlines,153,0.92,882,688.71
2023-07-14,7,July,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,62,0.92,847,840.65
2023-10-31,10,October,2023,Chicago (ORD),Tokyo (NRT),American Airlines,85,1.3,1106,1446.38
2023-06-22,6,June,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,155,0.88,941,667.46
2024-02-10,2,February,2024,San Francisco (SFO),Tokyo (NRT),ANA,82,0.85,824,641.67
2024-03-17,3,March,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,77,1.45,918,1230.95
2024-04-07,4,April,2024,San Francisco (SFO),Tokyo (NRT),ANA,59,1.55,824,1116.43
2024-04-26,4,April,2024,San Francisco (SFO),Tokyo (NRT),Delta Airlines,143,1.55,859,1196.72
2024-05-26,5,May,2024,New York (JFK),Tokyo (NRT),Delta Airlines,177,1.4,1200,1548.79
2023-03-18,3,March,2023,Seattle (SEA),Tokyo (NRT),ANA,10,1.45,847,1302.45
2024-05-18,5,May,2024,Los Angeles (LAX),Osaka (KIX),Japan Airlines,157,1.4,874,1195.81
2024-10-05,10,October,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,56,1.3,918,1092.0
2023-06-25,6,June,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,153,0.88,906,714.47
2024-12-04,12,December,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,162,1.0,847,729.5
2023-08-26,8,August,2023,Chicago (ORD),Tokyo (NRT),Delta Airlines,145,0.95,1141,1026.66
2023-07-01,7,July,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,146,0.92,759,597.06
2023-12-13,12,December,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,65,1.0,847,899.49
2024-05-19,5,May,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,157,1.4,871,1023.59
2024-02-17,2,February,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,37,0.85,918,918.96
2024-02-17,2,February,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,134,0.85,1188,930.46
2023-05-31,5,May,2023,Los Angeles (LAX),Tokyo (HND),American Airlines,10,1.4,759,1236.81
2024-07-07,7,July,2024,San Francisco (SFO),Tokyo (NRT),Delta Airlines,43,0.92,859,751.55
2023-07-04,7,July,2023,New York (JFK),Osaka (KIX),ANA,64,0.92,1318,1160.29
2023-03-30,3,March,2023,San Francisco (SFO),Tokyo (HND),ANA,107,1.45,800,1008.74
2024-07-06,7,July,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,121,0.92,765,736.31
2024-02-19,2,February,2024,New York (JFK),Osaka (KIX),United Airlines,152,0.85,1235,1119.02
2024-06-19,6,June,2024,Los Angeles (LAX),Osaka (KIX),Japan Airlines,173,0.88,874,635.39
2023-05-23,5,May,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,90,1.4,759,996.04
2024-08-31,8,August,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,17,0.95,847,868.36
2024-11-29,11,November,2024,Seattle (SEA),Osaka (KIX),American Airlines,75,1.25,871,1124.66
2024-09-15,9,September,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,145,1.05,759,643.42
2023-06-12,6,June,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,39,0.88,941,899.53
2024-09-11,9,September,2024,New York (JFK),Tokyo (HND),Japan Airlines,65,1.05,1247,1339.86
2024-12-09,12,December,2024,Seattle (SEA),Tokyo (HND),American Airlines,71,1.0,800,809.88
2023-11-02,11,November,2023,Seattle (SEA),Tokyo (HND),ANA,162,1.25,824,996.9
2024-06-08,6,June,2024,San Francisco (SFO),Osaka (KIX),American Airlines,148,0.88,835,629.05
2023-10-18,10,October,2023,New York (JFK),Osaka (KIX),Japan Airlines,95,1.3,1376,1496.58
2024-06-03,6,June,2024,Chicago (ORD),Osaka (KIX),American Airlines,124,0.88,1188,994.73
2023-04-04,4,April,2023,New York (JFK),Osaka (KIX),Delta Airlines,98,1.55,1282,1828.46
2024-02-16,2,February,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,121,0.85,759,555.34
2024-07-06,7,July,2024,Chicago (ORD),Tokyo (HND),ANA,175,0.92,1118,956.2
2024-04-07,4,April,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,77,1.55,759,1247.38
2023-03-07,3,March,2023,Chicago (ORD),Tokyo (NRT),American Airlines,167,1.45,1106,1565.86
2024-06-28,6,June,2024,Chicago (ORD),Tokyo (HND),American Airlines,133,0.88,1082,827.61
2024-09-30,9,September,2024,Chicago (ORD),Osaka (KIX),ANA,154,1.05,1235,1078.09
2023-06-07,6,June,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,40,0.88,1224,1330.44
2023-07-20,7,July,2023,San Francisco (SFO),Osaka (KIX),American Airlines,133,0.92,835,618.14
2023-11-22,11,November,2023,New York (JFK),Osaka (KIX),American Airlines,141,1.25,1247,1586.75
2024-11-29,11,November,2024,New York (JFK),Tokyo (HND),ANA,167,1.25,1200,1446.74
2024-12-13,12,December,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,75,1.0,811,724.95
2024-02-04,2,February,2024,New York (JFK),Osaka (KIX),United Airlines,104,0.85,1235,1013.86
2024-08-05,8,August,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,16,0.95,847,885.45
2023-06-21,6,June,2023,New York (JFK),Osaka (KIX),Japan Airlines,78,0.88,1376,1038.59
2024-01-19,1,January,2024,Seattle (SEA),Tokyo (NRT),United Airlines,75,0.82,800,589.44
2024-02-07,2,February,2024,San Francisco (SFO),Tokyo (NRT),American Airlines,124,0.85,788,607.94
2023-05-24,5,May,2023,Seattle (SEA),Tokyo (HND),ANA,97,1.4,824,1037.45
2024-10-15,10,October,2024,Seattle (SEA),Tokyo (HND),ANA,70,1.3,824,942.9
2024-08-12,8,August,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,75,0.95,788,708.64
2024-07-13,7,July,2024,Chicago (ORD),Tokyo (NRT),ANA,153,0.92,1153,1093.25
2023-06-18,6,June,2023,New York (JFK),Tokyo (HND),Delta Airlines,73,0.88,1176,1106.49
2023-07-11,7,July,2023,New York (JFK),Osaka (KIX),United Airlines,143,0.92,1235,976.18
2023-07-02,7,July,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,94,0.92,906,712.52
2023-06-25,6,June,2023,Chicago (ORD),Tokyo (NRT),American Airlines,110,0.88,1106,831.82
2023-12-18,12,December,2023,Seattle (SEA),Tokyo (NRT),ANA,142,1.0,847,741.11
2023-04-15,4,April,2023,Seattle (SEA),Osaka (KIX),United Airlines,64,1.55,847,1402.66
2024-12-28,12,December,2024,Seattle (SEA),Tokyo (NRT),American Airlines,107,1.0,824,816.28
2024-10-23,10,October,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,132,1.3,847,1085.35
2024-07-26,7,July,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,90,0.92,847,767.42
2024-05-14,5,May,2024,New York (JFK),Osaka (KIX),United Airlines,80,1.4,1235,1881.48
2023-07-18,7,July,2023,San Francisco (SFO),Tokyo (NRT),Japan Airlines,85,0.92,894,819.14
2024-08-13,8,August,2024,Seattle (SEA),Tokyo (NRT),American Airlines,26,0.95,824,920.87
2024-05-10,5,May,2024,New York (JFK),Tokyo (HND),American Airlines,49,1.4,1141,1449.19
2024-12-22,12,December,2024,New York (JFK),Tokyo (NRT),American Airlines,92,1.0,1165,1228.19
2023-02-08,2,February,2023,Seattle (SEA),Tokyo (NRT),United Airlines,29,0.85,800,748.51
2023-11-11,11,November,2023,San Francisco (SFO),Tokyo (NRT),Delta Airlines,29,1.25,859,1176.34
2023-04-21,4,April,2023,San Francisco (SFO),Tokyo (HND),Delta Airlines,90,1.55,835,1235.34
2023-08-10,8,August,2023,San Francisco (SFO),Tokyo (NRT),Japan Airlines,51,0.95,894,910.44
2024-03-05,3,March,2024,San Francisco (SFO),Osaka (KIX),ANA,128,1.45,871,1064.1
2024-03-12,3,March,2024,Seattle (SEA),Tokyo (NRT),ANA,121,1.45,847,1079.81
2024-09-27,9,September,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,75,1.05,894,805.11
2023-10-18,10,October,2023,Los Angeles (LAX),Osaka (KIX),Japan Airlines,29,1.3,874,1266.96
2024-04-12,4,April,2024,New York (JFK),Tokyo (HND),ANA,105,1.55,1200,1603.11
2024-12-13,12,December,2024,Seattle (SEA),Osaka (KIX),Japan Airlines,158,1.0,965,919.29
2023-03-03,3,March,2023,Seattle (SEA),Tokyo (HND),American Airlines,161,1.45,800,1089.32
2023-10-06,10,October,2023,Los Angeles (LAX),Tokyo (HND),Japan Airlines,99,1.3,811,965.18
2024-06-23,6,June,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,149,0.88,759,563.39
2023-05-21,5,May,2023,San Francisco (SFO),Tokyo (HND),ANA,91,1.4,800,1034.3
2023-03-01,3,March,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,90,1.45,847,1145.45
2024-04-05,4,April,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,144,1.55,918,1179.97
2023-06-21,6,June,2023,Chicago (ORD),Tokyo (HND),United Airlines,42,0.88,1082,1042.16
2024-06-06,6,June,2024,Chicago (ORD),Osaka (KIX),United Airlines,93,0.88,1165,921.21
2024-08-25,8,August,2024,San Francisco (SFO),Osaka (KIX),United Airlines,115,0.95,812,766.88
2023-10-22,10,October,2023,San Francisco (SFO),Tokyo (HND),American Airlines,52,1.3,765,922.12
2024-09-21,9,September,2024,Seattle (SEA),Tokyo (NRT),United Airlines,37,1.05,800,995.13
2023-12-07,12,December,2023,New York (JFK),Osaka (KIX),Delta Airlines,13,1.0,1282,1352.84
2023-02-13,2,February,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,46,0.85,870,725.16
2024-08-23,8,August,2024,San Francisco (SFO),Tokyo (HND),ANA,172,0.95,800,796.86
2023-05-15,5,May,2023,Los Angeles (LAX),Tokyo (NRT),ANA,171,1.4,795,1122.58
2023-03-12,3,March,2023,New York (JFK),Tokyo (HND),United Airlines,60,1.45,1153,1676.24
2024-05-07,5,May,2024,New York (JFK),Tokyo (HND),United Airlines,15,1.4,1153,2006.16
2024-07-22,7,July,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,53,0.92,871,813.31
2023-10-19,10,October,2023,New York (JFK),Tokyo (HND),United Airlines,140,1.3,1153,1419.5
2024-01-31,1,January,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,157,0.82,918,669.22
2023-05-28,5,May,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,134,1.4,918,1020.87
2024-10-14,10,October,2024,Los Angeles (LAX),Tokyo (HND),Delta Airlines,119,1.3,882,1050.67
2023-06-03,6,June,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,8,0.88,906,903.55
2024-12-21,12,December,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,49,1.0,759,718.3
2023-03-13,3,March,2023,San Francisco (SFO),Tokyo (HND),ANA,141,1.45,800,935.58
2023-04-19,4,April,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,41,1.55,759,1372.34
2023-07-24,7,July,2023,Los Angeles (LAX),Tokyo (NRT),ANA,162,0.92,795,694.38
2024-10-03,10,October,2024,Los Angeles (LAX),Osaka (KIX),Japan Airlines,85,1.3,874,1118.52
2024-01-22,1,January,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,9,0.82,918,718.76
2024-03-01,3,March,2024,New York (JFK),Osaka (KIX),ANA,74,1.45,1318,1692.17
2024-07-20,7,July,2024,Chicago (ORD),Tokyo (NRT),ANA,125,0.92,1153,933.1
2023-06-19,6,June,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,127,0.88,788,589.96
2024-11-12,11,November,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,123,1.25,1318,1425.95
2024-05-06,5,May,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,125,1.4,735,882.29
2024-07-29,7,July,2024,San Francisco (SFO),Tokyo (HND),United Airlines,167,0.92,765,705.3
2024-01-24,1,January,2024,San Francisco (SFO),Tokyo (HND),ANA,46,0.82,800,616.74
2023-05-26,5,May,2023,Seattle (SEA),Tokyo (NRT),United Airlines,165,1.4,800,1062.01
2024-01-27,1,January,2024,New York (JFK),Osaka (KIX),Delta Airlines,175,0.82,1282,892.53
2024-02-06,2,February,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,20,0.85,918,869.1
2023-05-04,5,May,2023,Seattle (SEA),Tokyo (NRT),Delta Airlines,172,1.4,871,1060.38
2024-04-13,4,April,2024,Chicago (ORD),Tokyo (NRT),Japan Airlines,62,1.55,1235,1963.8
2024-08-01,8,August,2024,Los Angeles (LAX),Tokyo (HND),ANA,174,0.95,779,638.98
2023-11-30,11,November,2023,Seattle (SEA),Tokyo (NRT),Japan Airlines,53,1.25,918,1145.15
2024-08-03,8,August,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,164,0.95,759,694.18
2023-06-25,6,June,2023,Los Angeles (LAX),Osaka (KIX),Delta Airlines,32,0.88,847,856.65
2023-03-19,3,March,2023,Chicago (ORD),Tokyo (HND),American Airlines,170,1.45,1082,1483.74
2024-07-17,7,July,2024,San Francisco (SFO),Tokyo (NRT),American Airlines,43,0.92,788,855.04
2024-10-30,10,October,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,100,1.3,735,1020.23
2023-07-28,7,July,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,88,0.92,788,689.29
2024-03-03,3,March,2024,Seattle (SEA),Tokyo (HND),United Airlines,38,1.45,800,1366.57
2024-05-19,5,May,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,63,1.4,1224,1664.67
2023-09-11,9,September,2023,Los Angeles (LAX),Tokyo (HND),United Airlines,12,1.05,735,749.9
2023-09-17,9,September,2023,Seattle (SEA),Tokyo (HND),United Airlines,154,1.05,800,709.43
2023-07-04,7,July,2023,Chicago (ORD),Osaka (KIX),Japan Airlines,121,0.92,1318,1071.03
2023-01-03,1,January,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,54,0.82,918,819.65
2023-03-13,3,March,2023,Seattle (SEA),Tokyo (NRT),Delta Airlines,48,1.45,871,1132.11
2024-11-13,11,November,2024,New York (JFK),Tokyo (HND),ANA,159,1.25,1200,1502.53
2023-04-26,4,April,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,61,1.55,1224,1616.36
